name,mutrate,num_samples,migration_matrix,num_mutations,mut_per_site,true_migrations,inferred_migrations,proportion
sim655,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,20,5.0000,75,4,.0533
sim656,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,14,3.5000,75,2,.0266
sim657,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,22,5.5000,75,6,.0800
sim658,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,2.5000,75,3,.0400
sim659,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,18,4.5000,75,7,.0933
sim660,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,14,3.5000,75,4,.0533
sim661,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,13,3.2500,75,2,.0266
sim662,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,14,3.5000,75,5,.0666
sim663,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,15,3.7500,75,4,.0533
sim664,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,18,4.5000,75,4,.0533
sim665,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,18,4.5000,75,7,.0933
sim666,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,18,4.5000,75,6,.0800
sim667,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,17,4.2500,75,4,.0533
sim668,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,16,4.0000,75,2,.0266
sim669,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,11,2.7500,75,4,.0533
sim670,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,19,4.7500,75,4,.0533
sim671,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,17,4.2500,75,6,.0800
sim672,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,14,3.5000,75,4,.0533
sim673,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,24,6.0000,75,7,.0933
sim674,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,19,4.7500,75,9,.1200
sim675,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,16,4.0000,75,6,.0800
sim676,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,17,4.2500,75,8,.1066
sim677,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,15,3.7500,75,7,.0933
sim678,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,27,6.7500,75,7,.0933
sim679,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,2.5000,75,4,.0533
sim680,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,14,3.5000,75,4,.0533
sim681,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,14,3.5000,75,1,.0133
sim682,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,13,3.2500,75,10,.1333
sim683,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,13,3.2500,75,8,.1066
sim684,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,14,3.5000,75,8,.1066
sim685,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,19,4.7500,75,6,.0800
sim686,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,2.5000,75,2,.0266
sim687,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,15,3.7500,75,4,.0533
sim688,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,20,5.0000,75,7,.0933
sim689,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,22,5.5000,75,6,.0800
sim690,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,21,5.2500,75,8,.1066
sim691,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,12,3.0000,75,4,.0533
sim692,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,11,2.7500,75,4,.0533
sim693,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,15,3.7500,75,8,.1066
sim694,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,16,4.0000,75,1,.0133
sim695,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,16,4.0000,75,6,.0800
sim696,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,14,3.5000,75,4,.0533
sim697,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,17,4.2500,75,4,.0533
sim698,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,20,5.0000,75,5,.0666
sim699,0.1 0.1 0.1 0.1 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,15,3.7500,75,4,.0533
sim700,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,12,4.0000,75,6,.0800
sim701,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,6,2.0000,75,2,.0266
sim702,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,11,3.6666,75,5,.0666
sim703,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,5,1.6666,75,2,.0266
sim704,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,7,2.3333,75,4,.0533
sim705,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,16,5.3333,75,6,.0800
sim706,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,14,4.6666,75,5,.0666
sim707,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,13,4.3333,75,2,.0266
sim708,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,7,2.3333,75,,
sim709,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,3.3333,75,2,.0266
sim710,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,9,3.0000,75,6,.0800
sim711,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,9,3.0000,75,2,.0266
sim712,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,9,3.0000,75,4,.0533
sim713,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,14,4.6666,75,4,.0533
sim714,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,13,4.3333,75,4,.0533
sim715,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,12,4.0000,75,2,.0266
sim716,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,5,1.6666,75,,
sim717,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,19,6.3333,75,6,.0800
sim718,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,3.3333,75,3,.0400
sim719,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,3.3333,75,,
sim720,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,9,3.0000,75,2,.0266
sim721,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,14,4.6666,75,6,.0800
sim722,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,8,2.6666,75,4,.0533
sim723,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,18,6.0000,75,6,.0800
sim724,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,12,4.0000,75,4,.0533
sim725,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,12,4.0000,75,2,.0266
sim726,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,17,5.6666,75,5,.0666
sim727,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,7,2.3333,75,2,.0266
sim728,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,7,2.3333,75,4,.0533
sim729,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,7,2.3333,75,,
sim730,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,14,4.6666,75,4,.0533
sim731,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,11,3.6666,75,4,.0533
sim732,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,12,4.0000,75,4,.0533
sim733,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,15,5.0000,75,2,.0266
sim734,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,17,5.6666,75,4,.0533
sim735,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,18,6.0000,75,4,.0533
sim736,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,3.3333,75,4,.0533
sim737,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,12,4.0000,75,4,.0533
sim738,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,14,4.6666,75,8,.1066
sim739,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,18,6.0000,75,2,.0266
sim740,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,3.3333,75,4,.0533
sim741,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,12,4.0000,75,4,.0533
sim742,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,12,4.0000,75,,
sim743,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,14,4.6666,75,2,.0266
sim744,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,8,2.6666,75,4,.0533
sim745,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,12,4.0000,75,4,.0533
sim746,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,3.3333,75,2,.0266
sim747,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,15,5.0000,75,5,.0666
sim748,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,3.3333,75,4,.0533
sim749,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,8,2.6666,75,4,.0533
sim750,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,18,6.0000,75,6,.0800
sim751,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,11,3.6666,75,4,.0533
sim752,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,9,3.0000,75,4,.0533
sim753,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,17,5.6666,75,8,.1066
sim754,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,9,3.0000,75,4,.0533
sim755,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,13,4.3333,75,2,.0266
sim756,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,12,4.0000,75,4,.0533
sim757,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,13,4.3333,75,6,.0800
sim758,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,23,7.6666,75,5,.0666
sim759,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,8,2.6666,75,4,.0533
sim760,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,9,3.0000,75,,
sim761,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,13,4.3333,75,2,.0266
sim762,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,7,2.3333,75,2,.0266
sim763,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,6,2.0000,75,4,.0533
sim764,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,17,5.6666,75,6,.0800
sim765,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,7,2.3333,75,6,.0800
sim766,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,18,6.0000,75,7,.0933
sim767,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,3.3333,75,4,.0533
sim768,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,11,3.6666,75,4,.0533
sim769,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,12,4.0000,75,3,.0400
sim770,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,5,1.6666,75,,
sim771,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,21,7.0000,75,9,.1200
sim772,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,7,2.3333,75,4,.0533
sim773,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,12,4.0000,75,4,.0533
sim774,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,12,4.0000,75,4,.0533
sim775,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,11,3.6666,75,4,.0533
sim776,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,11,3.6666,75,2,.0266
sim777,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,11,3.6666,75,2,.0266
sim778,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,18,6.0000,75,3,.0400
sim779,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,14,4.6666,75,4,.0533
sim780,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,16,5.3333,75,1,.0133
sim781,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,7,2.3333,75,2,.0266
sim782,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,11,3.6666,75,3,.0400
sim783,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,14,4.6666,75,8,.1066
sim784,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,3.3333,75,4,.0533
sim785,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,12,4.0000,75,2,.0266
sim786,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,11,3.6666,75,4,.0533
sim787,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,11,3.6666,75,2,.0266
sim788,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,17,5.6666,75,8,.1066
sim789,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,11,3.6666,75,4,.0533
sim790,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,16,5.3333,75,7,.0933
sim791,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,9,3.0000,75,4,.0533
sim792,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,21,7.0000,75,4,.0533
sim793,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,11,3.6666,75,4,.0533
sim794,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,3.3333,75,4,.0533
sim795,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,7,2.3333,75,4,.0533
sim796,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,12,4.0000,75,3,.0400
sim797,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,8,2.6666,75,,
sim798,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,9,3.0000,75,,
sim799,0.1 0.1 0.1 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,3.3333,75,2,.0266
sim800,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,14,7.0000,75,,
sim801,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,5,2.5000,75,2,.0266
sim802,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,9,4.5000,75,2,.0266
sim803,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,5,2.5000,75,,
sim804,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,5.0000,75,2,.0266
sim805,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,12,6.0000,75,4,.0533
sim806,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,4,2.0000,75,,
sim807,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,13,6.5000,75,4,.0533
sim808,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,9,4.5000,75,2,.0266
sim809,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,3,1.5000,75,,
sim810,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,7,3.5000,75,2,.0266
sim811,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,11,5.5000,75,4,.0533
sim812,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,5.0000,75,,
sim813,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,9,4.5000,75,4,.0533
sim814,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,9,4.5000,75,2,.0266
sim815,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,3,1.5000,75,,
sim816,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,9,4.5000,75,4,.0533
sim817,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,8,4.0000,75,4,.0533
sim818,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,12,6.0000,75,2,.0266
sim819,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,6,3.0000,75,2,.0266
sim820,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,15,7.5000,75,,
sim821,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,5.0000,75,2,.0266
sim822,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,8,4.0000,75,2,.0266
sim823,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,11,5.5000,75,2,.0266
sim824,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,8,4.0000,75,4,.0533
sim825,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,5,2.5000,75,2,.0266
sim826,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,4,2.0000,75,,
sim827,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,4,2.0000,75,,
sim828,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,5,2.5000,75,2,.0266
sim829,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,5.0000,75,2,.0266
sim830,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,5,2.5000,75,,
sim831,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,9,4.5000,75,2,.0266
sim832,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,5.0000,75,,
sim833,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,9,4.5000,75,4,.0533
sim834,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,4,2.0000,75,2,.0266
sim835,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,13,6.5000,75,2,.0266
sim836,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,7,3.5000,75,4,.0533
sim837,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,5.0000,75,2,.0266
sim838,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,4,2.0000,75,,
sim839,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,9,4.5000,75,2,.0266
sim840,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,5,2.5000,75,2,.0266
sim841,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,5.0000,75,,
sim842,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,11,5.5000,75,4,.0533
sim843,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,14,7.0000,75,2,.0266
sim844,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,12,6.0000,75,2,.0266
sim845,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,9,4.5000,75,2,.0266
sim846,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,6,3.0000,75,2,.0266
sim847,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,12,6.0000,75,4,.0533
sim848,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,7,3.5000,75,,
sim849,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,11,5.5000,75,1,.0133
sim850,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,5.0000,75,1,.0133
sim851,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,9,4.5000,75,2,.0266
sim852,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,13,6.5000,75,1,.0133
sim853,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,5.0000,75,4,.0533
sim854,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,8,4.0000,75,2,.0266
sim855,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,7,3.5000,75,4,.0533
sim856,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,7,3.5000,75,4,.0533
sim857,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,7,3.5000,75,2,.0266
sim858,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,5.0000,75,6,.0800
sim859,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,5.0000,75,,
sim860,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,8,4.0000,75,4,.0533
sim861,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,12,6.0000,75,2,.0266
sim862,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,7,3.5000,75,,
sim863,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,5.0000,75,4,.0533
sim864,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,10,5.0000,75,2,.0266
sim865,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,8,4.0000,75,2,.0266
sim866,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,11,5.5000,75,2,.0266
sim867,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,16,8.0000,75,4,.0533
sim868,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,7,3.5000,75,2,.0266
sim869,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,9,4.5000,75,2,.0266
sim870,0.1 0.1 0 0 0 0 0 0 0 0,100,data/equal_migration_prob_matrix.csv,11,5.5000,75,2,.0266
