name,mutrate,num_samples,migration_matrix,num_uniq_mutations,uniq_mut_per_site,total_mut_sites,avg_mut_sites_per_sample,avg_proportion_mut_sites,total_dropout,dropout_per_sample,true_migrations,inferred_migrations,proportion
sim1676,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,21,2.1000,999,9.9900,.9990,0,0,3,0,0
sim1677,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,15,1.5000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1678,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,23,2.3000,984,9.8400,.9840,0,0,3,2,.6666
sim1679,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,19,1.9000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1680,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,,
sim1681,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,28,2.8000,972,9.7200,.9720,0,0,3,0,0
sim1682,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,25,2.5000,998,9.9800,.9980,0,0,3,2,.6666
sim1683,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,33,3.3000,962,9.6200,.9620,0,0,3,1,.3333
sim1684,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,22,2.2000,1000,10.0000,1.0000,0,0,3,0,0
sim1685,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,20,2.0000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1686,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,15,1.5000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1687,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,0,0
sim1688,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,31,3.1000,972,9.7200,.9720,0,0,3,1,.3333
sim1689,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1690,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,,
sim1691,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,25,2.5000,1000,10.0000,1.0000,0,0,3,0,0
sim1692,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,18,1.8000,999,9.9900,.9990,0,0,3,1,.3333
sim1693,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,18,1.8000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1694,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,18,1.8000,1000,10.0000,1.0000,0,0,3,0,0
sim1695,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,26,2.6000,989,9.8900,.9890,0,0,3,1,.3333
sim1696,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,15,1.5000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1697,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,20,2.0000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1698,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,2,.6666
sim1699,0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1700,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,23,2.3000,991,9.9100,.9910,0,0,3,0,0
sim1701,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,20,2.0000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1702,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,20,2.0000,1000,10.0000,1.0000,0,0,3,,
sim1703,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,15,1.5000,992,9.9200,.9920,0,0,3,0,0
sim1704,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,19,1.9000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1705,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,20,2.0000,904,9.0400,.9040,0,0,3,1,.3333
sim1706,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,20,2.0000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1707,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,15,1.5000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1708,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,14,1.4000,1000,10.0000,1.0000,0,0,3,2,.6666
sim1709,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,18,1.8000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1710,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,21,2.1000,1000,10.0000,1.0000,0,0,3,0,0
sim1711,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,19,1.9000,1000,10.0000,1.0000,0,0,3,0,0
sim1712,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1713,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,21,2.1000,997,9.9700,.9970,0,0,3,1,.3333
sim1714,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,0,0
sim1715,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,17,1.7000,901,9.0100,.9010,0,0,3,1,.3333
sim1716,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,14,1.4000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1717,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,20,2.0000,1000,10.0000,1.0000,0,0,3,0,0
sim1718,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,19,1.9000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1719,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,,
sim1720,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,16,1.6000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1721,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,16,1.6000,1000,10.0000,1.0000,0,0,3,0,0
sim1722,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1723,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,21,2.1000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1724,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,18,1.8000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1725,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,18,1.8000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1726,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,16,1.6000,1000,10.0000,1.0000,0,0,3,,
sim1727,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,18,1.8000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1728,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,13,1.3000,900,9.0000,.9000,0,0,3,1,.3333
sim1729,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,22,2.2000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1730,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,18,1.8000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1731,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,0,0
sim1732,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,21,2.1000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1733,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,19,1.9000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1734,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,18,1.8000,1000,10.0000,1.0000,0,0,3,,
sim1735,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1736,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,16,1.6000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1737,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,16,1.6000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1738,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1739,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,23,2.3000,989,9.8900,.9890,0,0,3,1,.3333
sim1740,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,19,1.9000,1000,10.0000,1.0000,0,0,3,0,0
sim1741,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,21,2.1000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1742,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,22,2.2000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1743,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1744,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,16,1.6000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1745,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,14,1.4000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1746,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,20,2.0000,1000,10.0000,1.0000,0,0,3,2,.6666
sim1747,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,18,1.8000,1000,10.0000,1.0000,0,0,3,,
sim1748,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,27,2.7000,987,9.8700,.9870,0,0,3,0,0
sim1749,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,19,1.9000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1750,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,13,1.3000,1000,10.0000,1.0000,0,0,3,0,0
sim1751,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,15,1.5000,1000,10.0000,1.0000,0,0,3,0,0
sim1752,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,18,1.8000,1000,10.0000,1.0000,0,0,3,0,0
sim1753,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,15,1.5000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1754,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,20,2.0000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1755,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,0,0
sim1756,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,19,1.9000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1757,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,18,1.8000,1000,10.0000,1.0000,0,0,3,,
sim1758,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,24,2.4000,994,9.9400,.9940,0,0,3,0,0
sim1759,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,18,1.8000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1760,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1761,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,18,1.8000,999,9.9900,.9990,0,0,3,1,.3333
sim1762,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,21,2.1000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1763,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,0,0
sim1764,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,27,2.7000,998,9.9800,.9980,0,0,3,1,.3333
sim1765,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,19,1.9000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1766,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1767,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,20,2.0000,1000,10.0000,1.0000,0,0,3,0,0
sim1768,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,16,1.6000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1769,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,17,1.7000,993,9.9300,.9930,0,0,3,1,.3333
sim1770,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,30,3.0000,971,9.7100,.9710,0,0,3,,
sim1771,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,16,1.6000,1000,10.0000,1.0000,0,0,3,2,.6666
sim1772,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,16,1.6000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1773,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,18,1.8000,999,9.9900,.9990,0,0,3,,
sim1774,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,22,2.2000,975,9.7500,.9750,0,0,3,0,0
sim1775,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,19,1.9000,986,9.8600,.9860,0,0,3,1,.3333
sim1776,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,22,2.2000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1777,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,21,2.1000,989,9.8900,.9890,0,0,3,1,.3333
sim1778,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,18,1.8000,1000,10.0000,1.0000,0,0,3,2,.6666
sim1779,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,15,1.5000,1000,10.0000,1.0000,0,0,3,,
sim1780,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,0,0
sim1781,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,14,1.4000,998,9.9800,.9980,0,0,3,1,.3333
sim1782,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,14,1.4000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1783,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,15,1.5000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1784,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1785,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,19,1.9000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1786,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,20,2.0000,999,9.9900,.9990,0,0,3,,
sim1787,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1788,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1789,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,19,1.9000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1790,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,19,1.9000,1000,10.0000,1.0000,0,0,3,0,0
sim1791,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,18,1.8000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1792,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,14,1.4000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1793,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,15,1.5000,1000,10.0000,1.0000,0,0,3,0,0
sim1794,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,19,1.9000,904,9.0400,.9040,0,0,3,1,.3333
sim1795,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,0,0
sim1796,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,16,1.6000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1797,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,15,1.5000,1000,10.0000,1.0000,0,0,3,,
sim1798,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1799,0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7,100,data/rare_migration_prob_matrix.csv,20,2.0000,1000,10.0000,1.0000,0,0,3,2,.6666
sim1800,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,20,2.0000,996,9.9600,.9960,0,0,3,1,.3333
sim1801,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,16,1.6000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1802,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,19,1.9000,1000,10.0000,1.0000,0,0,3,0,0
sim1803,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,22,2.2000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1804,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,15,1.5000,1000,10.0000,1.0000,0,0,3,0,0
sim1805,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,17,1.7000,997,9.9700,.9970,0,0,3,2,.6666
sim1806,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,18,1.8000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1807,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,15,1.5000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1808,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,16,1.6000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1809,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,16,1.6000,996,9.9600,.9960,0,0,3,2,.6666
sim1810,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,16,1.6000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1811,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,18,1.8000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1812,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,15,1.5000,1000,10.0000,1.0000,0,0,3,,
sim1813,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,14,1.4000,904,9.0400,.9040,0,0,3,,
sim1814,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,15,1.5000,1000,10.0000,1.0000,0,0,3,0,0
sim1815,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,21,2.1000,1000,10.0000,1.0000,0,0,3,,
sim1816,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,15,1.5000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1817,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,16,1.6000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1818,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,14,1.4000,1000,10.0000,1.0000,0,0,3,0,0
sim1819,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,13,1.3000,996,9.9600,.9960,0,0,3,0,0
sim1820,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,0,0
sim1821,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,18,1.8000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1822,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,13,1.3000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1823,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,15,1.5000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1824,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,17,1.7000,1000,10.0000,1.0000,0,0,3,1,.3333
sim1825,1 1 1 1 1 1 1 1 1 1,100,data/rare_migration_prob_matrix.csv,16,1.6000,1000,10.0000,1.0000,0,0,3,1,.3333
