name,mutrate,num_samples,migration_matrix,num_uniq_mutations,uniq_mut_per_site,total_mut_sites,avg_mut_sites_per_sample,avg_proportion_mut_sites,total_dropout,dropout_per_sample,true_migrations,inferred_migrations,proportion
sim2649,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,9,.9000,482,4.8200,.4820,0,0,3,1,.3333
sim2650,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,25,2.5000,316,3.1600,.3160,0,0,3,1,.3333
sim2651,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,21,2.1000,247,2.4700,.2470,1,.0100,3,1,.3333
sim2652,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,23,2.3000,336,3.3600,.3360,0,0,3,0,0
sim2653,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,19,1.9000,250,2.5000,.2500,0,0,3,3,1.0000
sim2654,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,26,2.6000,258,2.5800,.2580,6,.0600,3,0,0
sim2655,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,19,1.9000,335,3.3500,.3350,0,0,3,1,.3333
sim2656,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,17,1.7000,384,3.8400,.3840,0,0,3,1,.3333
sim2657,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,26,2.6000,405,4.0500,.4050,0,0,3,2,.6666
sim2658,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,26,2.6000,280,2.8000,.2800,0,0,3,1,.3333
sim2659,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,11,1.1000,423,4.2300,.4230,0,0,3,2,.6666
sim2660,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,20,2.0000,356,3.5600,.3560,0,0,3,2,.6666
sim2661,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,25,2.5000,346,3.4600,.3460,0,0,3,3,1.0000
sim2662,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,24,2.4000,285,2.8500,.2850,0,0,3,2,.6666
sim2663,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,26,2.6000,288,2.8800,.2880,0,0,3,2,.6666
sim2664,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,29,2.9000,308,3.0800,.3080,0,0,3,2,.6666
sim2665,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,35,3.5000,297,2.9700,.2970,0,0,3,3,1.0000
sim2666,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,28,2.8000,303,3.0300,.3030,0,0,3,2,.6666
sim2667,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,24,2.4000,255,2.5500,.2550,8,.0800,3,1,.3333
sim2668,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,16,1.6000,326,3.2600,.3260,0,0,3,1,.3333
sim2669,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,15,1.5000,380,3.8000,.3800,0,0,3,0,0
sim2670,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,20,2.0000,354,3.5400,.3540,9,.0900,3,1,.3333
sim2671,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,24,2.4000,439,4.3900,.4390,0,0,3,1,.3333
sim2672,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,20,2.0000,306,3.0600,.3060,0,0,3,0,0
sim2673,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,27,2.7000,280,2.8000,.2800,0,0,3,2,.6666
sim2674,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,27,2.7000,481,4.8100,.4810,0,0,3,0,0
sim2675,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,27,2.7000,261,2.6100,.2610,0,0,3,2,.6666
sim2676,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,21,2.1000,284,2.8400,.2840,0,0,3,3,1.0000
sim2677,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,28,2.8000,259,2.5900,.2590,14,.1400,3,1,.3333
sim2678,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,19,1.9000,448,4.4800,.4480,0,0,3,1,.3333
sim2679,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,22,2.2000,491,4.9100,.4910,0,0,3,0,0
sim2680,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,22,2.2000,253,2.5300,.2530,1,.0100,3,1,.3333
sim2681,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,21,2.1000,330,3.3000,.3300,0,0,3,1,.3333
sim2682,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,22,2.2000,278,2.7800,.2780,0,0,3,2,.6666
sim2683,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,17,1.7000,430,4.3000,.4300,0,0,3,2,.6666
sim2684,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,22,2.2000,240,2.4000,.2400,0,0,3,1,.3333
sim2685,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,9,.9000,490,4.9000,.4900,0,0,3,1,.3333
sim2686,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,23,2.3000,395,3.9500,.3950,1,.0100,3,0,0
sim2687,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,18,1.8000,487,4.8700,.4870,0,0,3,1,.3333
sim2688,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,23,2.3000,547,5.4700,.5470,0,0,3,1,.3333
sim2689,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,18,1.8000,433,4.3300,.4330,0,0,3,0,0
sim2690,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,20,2.0000,341,3.4100,.3410,0,0,3,1,.3333
sim2691,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,25,2.5000,292,2.9200,.2920,1,.0100,3,2,.6666
sim2692,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,18,1.8000,498,4.9800,.4980,0,0,3,1,.3333
sim2693,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,26,2.6000,349,3.4900,.3490,0,0,3,1,.3333
sim2694,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,29,2.9000,197,1.9700,.1970,3,.0300,3,2,.6666
sim2695,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,19,1.9000,531,5.3100,.5310,0,0,3,2,.6666
sim2696,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,26,2.6000,320,3.2000,.3200,0,0,3,3,1.0000
sim2697,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,21,2.1000,336,3.3600,.3360,0,0,3,0,0
sim2698,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,23,2.3000,462,4.6200,.4620,0,0,3,1,.3333
sim2699,0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01 0.1 0.01,100,data/rare_migration_prob_matrix.csv,18,1.8000,332,3.3200,.3320,0,0,3,1,.3333
sim2700,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,24,2.4000,722,7.2200,.7220,0,0,75,11,.1466
sim2701,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,26,2.6000,593,5.9300,.5930,0,0,75,7,.0933
sim2702,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,501,5.0100,.5010,0,0,75,13,.1733
sim2703,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,504,5.0400,.5040,96,.9600,75,9,.1200
sim2704,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,31,3.1000,586,5.8600,.5860,2,.0200,75,13,.1733
sim2705,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,530,5.3000,.5300,4,.0400,75,11,.1466
sim2706,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,35,3.5000,501,5.0100,.5010,0,0,75,12,.1600
sim2707,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,34,3.4000,594,5.9400,.5940,0,0,75,7,.0933
sim2708,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,682,6.8200,.6820,0,0,75,5,.0666
sim2709,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,623,6.2300,.6230,0,0,75,16,.2133
sim2710,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,420,4.2000,.4200,0,0,75,13,.1733
sim2711,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,21,2.1000,871,8.7100,.8710,0,0,75,4,.0533
sim2712,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,28,2.8000,550,5.5000,.5500,0,0,75,,
sim2713,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,40,4.0000,622,6.2200,.6220,0,0,75,15,.2000
sim2714,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,26,2.6000,663,6.6300,.6630,3,.0300,75,9,.1200
sim2715,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,36,3.6000,504,5.0400,.5040,0,0,75,11,.1466
sim2716,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,28,2.8000,560,5.6000,.5600,1,.0100,75,12,.1600
sim2717,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,659,6.5900,.6590,0,0,75,2,.0266
sim2718,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,654,6.5400,.6540,0,0,75,13,.1733
sim2719,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,37,3.7000,416,4.1600,.4160,0,0,75,18,.2400
sim2720,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,28,2.8000,527,5.2700,.5270,0,0,75,15,.2000
sim2721,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,612,6.1200,.6120,0,0,75,17,.2266
sim2722,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,539,5.3900,.5390,2,.0200,75,6,.0800
sim2723,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,730,7.3000,.7300,0,0,75,14,.1866
sim2724,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,37,3.7000,589,5.8900,.5890,0,0,75,12,.1600
sim2725,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,568,5.6800,.5680,0,0,75,18,.2400
sim2726,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,25,2.5000,636,6.3600,.6360,0,0,75,1,.0133
sim2727,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,35,3.5000,475,4.7500,.4750,7,.0700,75,10,.1333
sim2728,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,648,6.4800,.6480,0,0,75,3,.0400
sim2729,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,37,3.7000,420,4.2000,.4200,0,0,75,9,.1200
sim2730,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,750,7.5000,.7500,0,0,75,11,.1466
sim2731,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,28,2.8000,585,5.8500,.5850,0,0,75,11,.1466
sim2732,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,36,3.6000,614,6.1400,.6140,0,0,75,5,.0666
sim2733,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,481,4.8100,.4810,0,0,75,8,.1066
sim2734,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,22,2.2000,894,8.9400,.8940,1,.0100,75,6,.0800
sim2735,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,551,5.5100,.5510,0,0,75,14,.1866
sim2736,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,844,8.4400,.8440,0,0,75,7,.0933
sim2737,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,785,7.8500,.7850,0,0,75,9,.1200
sim2738,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,34,3.4000,610,6.1000,.6100,0,0,75,14,.1866
sim2739,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,34,3.4000,567,5.6700,.5670,1,.0100,75,6,.0800
sim2740,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,758,7.5800,.7580,3,.0300,75,10,.1333
sim2741,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,24,2.4000,697,6.9700,.6970,0,0,75,2,.0266
sim2742,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,36,3.6000,440,4.4000,.4400,1,.0100,75,15,.2000
sim2743,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,34,3.4000,758,7.5800,.7580,0,0,75,11,.1466
sim2744,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,21,2.1000,802,8.0200,.8020,0,0,75,10,.1333
sim2745,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,25,2.5000,752,7.5200,.7520,0,0,75,5,.0666
sim2746,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,26,2.6000,668,6.6800,.6680,0,0,75,3,.0400
sim2747,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,39,3.9000,347,3.4700,.3470,0,0,75,6,.0800
sim2748,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,34,3.4000,447,4.4700,.4470,0,0,75,11,.1466
sim2749,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,27,2.7000,603,6.0300,.6030,0,0,75,7,.0933
sim2750,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,21,2.1000,750,7.5000,.7500,0,0,75,13,.1733
sim2751,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,660,6.6000,.6600,0,0,75,4,.0533
sim2752,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,536,5.3600,.5360,0,0,75,12,.1600
sim2753,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,550,5.5000,.5500,0,0,75,12,.1600
sim2754,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,30,3.0000,572,5.7200,.5720,0,0,75,5,.0666
sim2755,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,34,3.4000,534,5.3400,.5340,0,0,75,12,.1600
sim2756,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,517,5.1700,.5170,0,0,75,8,.1066
sim2757,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,34,3.4000,658,6.5800,.6580,0,0,75,15,.2000
sim2758,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,22,2.2000,728,7.2800,.7280,0,0,75,8,.1066
sim2759,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,37,3.7000,504,5.0400,.5040,0,0,75,10,.1333
sim2760,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,38,3.8000,363,3.6300,.3630,0,0,75,15,.2000
sim2761,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,37,3.7000,495,4.9500,.4950,20,.2000,75,4,.0533
sim2762,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,34,3.4000,667,6.6700,.6670,0,0,75,14,.1866
sim2763,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,559,5.5900,.5590,1,.0100,75,9,.1200
sim2764,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,43,4.3000,519,5.1900,.5190,0,0,75,17,.2266
sim2765,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,19,1.9000,868,8.6800,.8680,0,0,75,1,.0133
sim2766,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,36,3.6000,498,4.9800,.4980,4,.0400,75,4,.0533
sim2767,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,662,6.6200,.6620,0,0,75,4,.0533
sim2768,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,35,3.5000,611,6.1100,.6110,0,0,75,10,.1333
sim2769,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,42,4.2000,586,5.8600,.5860,2,.0200,75,19,.2533
sim2770,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,41,4.1000,549,5.4900,.5490,0,0,75,17,.2266
sim2771,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,26,2.6000,708,7.0800,.7080,0,0,75,6,.0800
sim2772,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,597,5.9700,.5970,0,0,75,6,.0800
sim2773,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,26,2.6000,701,7.0100,.7010,0,0,75,6,.0800
sim2774,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,37,3.7000,577,5.7700,.5770,0,0,75,11,.1466
sim2775,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,31,3.1000,678,6.7800,.6780,0,0,75,8,.1066
sim2776,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,428,4.2800,.4280,1,.0100,75,13,.1733
sim2777,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,28,2.8000,612,6.1200,.6120,0,0,75,11,.1466
sim2778,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,575,5.7500,.5750,0,0,75,16,.2133
sim2779,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,530,5.3000,.5300,0,0,75,3,.0400
sim2780,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,32,3.2000,609,6.0900,.6090,0,0,75,6,.0800
sim2781,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,38,3.8000,547,5.4700,.5470,0,0,75,8,.1066
sim2782,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,36,3.6000,534,5.3400,.5340,0,0,75,12,.1600
sim2783,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,27,2.7000,738,7.3800,.7380,1,.0100,75,10,.1333
sim2784,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,25,2.5000,522,5.2200,.5220,0,0,75,13,.1733
sim2785,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,720,7.2000,.7200,0,0,75,16,.2133
sim2786,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,621,6.2100,.6210,1,.0100,75,6,.0800
sim2787,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,503,5.0300,.5030,0,0,75,11,.1466
sim2788,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,36,3.6000,458,4.5800,.4580,0,0,75,18,.2400
sim2789,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,34,3.4000,535,5.3500,.5350,0,0,75,6,.0800
sim2790,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,33,3.3000,498,4.9800,.4980,0,0,75,7,.0933
sim2791,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,37,3.7000,442,4.4200,.4420,0,0,75,9,.1200
sim2792,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,27,2.7000,683,6.8300,.6830,0,0,75,5,.0666
sim2793,0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1,100,data/equal_migration_prob_matrix.csv,29,2.9000,627,6.2700,.6270,4,.0400,75,8,.1066
