name,mutrate,max_indel_size,num_samples,migration_matrix,num_mutations,true_migrations,inferred_migrations,proportion
sim_1_11_100_true,0.1,11,100,data/true_migration_prob_matrix.csv,43,11,9,.8181
sim_1_12_100_true,0.1,12,100,data/true_migration_prob_matrix.csv,29,11,9,.8181
sim_1_13_100_true,0.1,13,100,data/true_migration_prob_matrix.csv,27,11,4,.3636
sim_1_14_100_true,0.1,14,100,data/true_migration_prob_matrix.csv,26,11,6,.5454
sim_1_15_100_true,0.1,15,100,data/true_migration_prob_matrix.csv,35,11,7,.6363
sim_1_16_100_true,0.1,16,100,data/true_migration_prob_matrix.csv,29,11,7,.6363
sim_1_17_100_true,0.1,17,100,data/true_migration_prob_matrix.csv,30,11,7,.6363
sim_1_18_100_true,0.1,18,100,data/true_migration_prob_matrix.csv,26,11,5,.4545
sim_1_19_100_true,0.1,19,100,data/true_migration_prob_matrix.csv,31,11,9,.8181
sim_1_20_100_true,0.1,20,100,data/true_migration_prob_matrix.csv,33,11,3,.2727
sim_125_3_100_true,0.125,3,100,data/true_migration_prob_matrix.csv,40,11,10,.9090
sim_125_4_100_true,0.125,4,100,data/true_migration_prob_matrix.csv,44,11,10,.9090
sim_125_5_100_true,0.125,5,100,data/true_migration_prob_matrix.csv,25,11,7,.6363
sim_125_6_100_true,0.125,6,100,data/true_migration_prob_matrix.csv,28,11,8,.7272
sim_1_5_100_true,0.1,5,100,data/true_migration_prob_matrix.csv,36,11,10,.9090
sim_1_6_100_true,0.1,6,100,data/true_migration_prob_matrix.csv,34,11,10,.9090
sim_1_7_100_true,0.1,7,100,data/true_migration_prob_matrix.csv,40,11,8,.7272
sim_1_8_100_true,0.1,8,100,data/true_migration_prob_matrix.csv,40,11,4,.3636
sim_1_9_100_true,0.1,9,100,data/true_migration_prob_matrix.csv,33,11,9,.8181
sim_125_10_100_true,0.125,10,100,data/true_migration_prob_matrix.csv,36,11,4,.3636
sim_125_11_100_true,0.125,11,100,data/true_migration_prob_matrix.csv,33,11,9,.8181
sim_125_12_100_true,0.125,12,100,data/true_migration_prob_matrix.csv,39,11,10,.9090
sim_125_13_100_true,0.125,13,100,data/true_migration_prob_matrix.csv,31,11,5,.4545
sim_125_14_100_true,0.125,14,100,data/true_migration_prob_matrix.csv,35,11,4,.3636
sim_125_15_100_true,0.125,15,100,data/true_migration_prob_matrix.csv,34,11,6,.5454
sim_125_16_100_true,0.125,16,100,data/true_migration_prob_matrix.csv,42,11,12,1.0909
sim_125_17_100_true,0.125,17,100,data/true_migration_prob_matrix.csv,24,11,3,.2727
sim_125_18_100_true,0.125,18,100,data/true_migration_prob_matrix.csv,37,11,6,.5454
sim_125_19_100_true,0.125,19,100,data/true_migration_prob_matrix.csv,40,11,9,.8181
sim_125_20_100_true,0.125,20,100,data/true_migration_prob_matrix.csv,29,11,1,.0909
sim_125_7_100_true,0.125,7,100,data/true_migration_prob_matrix.csv,40,11,9,.8181
sim_125_8_100_true,0.125,8,100,data/true_migration_prob_matrix.csv,30,11,8,.7272
sim_125_9_100_true,0.125,9,100,data/true_migration_prob_matrix.csv,27,11,4,.3636
sim_150_3_100_true,0.150,3,100,data/true_migration_prob_matrix.csv,33,11,8,.7272
sim_150_4_100_true,0.150,4,100,data/true_migration_prob_matrix.csv,43,11,13,1.1818
sim_150_5_100_true,0.150,5,100,data/true_migration_prob_matrix.csv,31,11,8,.7272
sim_150_6_100_true,0.150,6,100,data/true_migration_prob_matrix.csv,42,11,9,.8181
sim_150_7_100_true,0.150,7,100,data/true_migration_prob_matrix.csv,35,11,8,.7272
sim_150_8_100_true,0.150,8,100,data/true_migration_prob_matrix.csv,27,11,7,.6363
sim_150_10_100_true,0.150,10,100,data/true_migration_prob_matrix.csv,37,11,6,.5454
sim_150_11_100_true,0.150,11,100,data/true_migration_prob_matrix.csv,38,11,10,.9090
sim_150_12_100_true,0.150,12,100,data/true_migration_prob_matrix.csv,34,11,8,.7272
sim_150_13_100_true,0.150,13,100,data/true_migration_prob_matrix.csv,32,11,9,.8181
sim_150_14_100_true,0.150,14,100,data/true_migration_prob_matrix.csv,27,11,8,.7272
sim_150_15_100_true,0.150,15,100,data/true_migration_prob_matrix.csv,26,11,9,.8181
sim_150_16_100_true,0.150,16,100,data/true_migration_prob_matrix.csv,19,11,5,.4545
sim_150_17_100_true,0.150,17,100,data/true_migration_prob_matrix.csv,36,11,10,.9090
sim_150_18_100_true,0.150,18,100,data/true_migration_prob_matrix.csv,32,11,7,.6363
sim_150_19_100_true,0.150,19,100,data/true_migration_prob_matrix.csv,28,11,5,.4545
sim_150_20_100_true,0.150,20,100,data/true_migration_prob_matrix.csv,29,11,9,.8181
sim_150_9_100_true,0.150,9,100,data/true_migration_prob_matrix.csv,42,11,9,.8181
sim_175_10_100_true,0.175,10,100,data/true_migration_prob_matrix.csv,33,11,8,.7272
sim_175_3_100_true,0.175,3,100,data/true_migration_prob_matrix.csv,32,11,6,.5454
sim_175_4_100_true,0.175,4,100,data/true_migration_prob_matrix.csv,42,11,11,1.0000
sim_175_5_100_true,0.175,5,100,data/true_migration_prob_matrix.csv,42,11,7,.6363
sim_175_6_100_true,0.175,6,100,data/true_migration_prob_matrix.csv,37,11,8,.7272
sim_175_7_100_true,0.175,7,100,data/true_migration_prob_matrix.csv,32,11,6,.5454
sim_175_8_100_true,0.175,8,100,data/true_migration_prob_matrix.csv,33,11,9,.8181
sim_175_9_100_true,0.175,9,100,data/true_migration_prob_matrix.csv,31,11,7,.6363
sim_175_11_100_true,0.175,11,100,data/true_migration_prob_matrix.csv,44,11,10,.9090
sim_175_12_100_true,0.175,12,100,data/true_migration_prob_matrix.csv,27,11,6,.5454
sim_175_13_100_true,0.175,13,100,data/true_migration_prob_matrix.csv,38,11,9,.8181
sim_175_14_100_true,0.175,14,100,data/true_migration_prob_matrix.csv,29,11,9,.8181
sim_175_15_100_true,0.175,15,100,data/true_migration_prob_matrix.csv,41,11,9,.8181
sim_175_16_100_true,0.175,16,100,data/true_migration_prob_matrix.csv,33,11,10,.9090
sim_175_17_100_true,0.175,17,100,data/true_migration_prob_matrix.csv,26,11,8,.7272
sim_175_18_100_true,0.175,18,100,data/true_migration_prob_matrix.csv,32,11,12,1.0909
sim_175_19_100_true,0.175,19,100,data/true_migration_prob_matrix.csv,37,11,8,.7272
sim_175_20_100_true,0.175,20,100,data/true_migration_prob_matrix.csv,27,11,3,.2727
sim_2_10_100_true,0.2,10,100,data/true_migration_prob_matrix.csv,32,11,8,.7272
sim_2_11_100_true,0.2,11,100,data/true_migration_prob_matrix.csv,33,11,13,1.1818
sim_2_12_100_true,0.2,12,100,data/true_migration_prob_matrix.csv,34,11,11,1.0000
sim_2_3_100_true,0.2,3,100,data/true_migration_prob_matrix.csv,23,11,7,.6363
sim_2_4_100_true,0.2,4,100,data/true_migration_prob_matrix.csv,42,11,7,.6363
sim_2_5_100_true,0.2,5,100,data/true_migration_prob_matrix.csv,42,11,9,.8181
sim_2_6_100_true,0.2,6,100,data/true_migration_prob_matrix.csv,36,11,10,.9090
sim_2_7_100_true,0.2,7,100,data/true_migration_prob_matrix.csv,43,11,10,.9090
sim_2_8_100_true,0.2,8,100,data/true_migration_prob_matrix.csv,34,11,8,.7272
sim_2_9_100_true,0.2,9,100,data/true_migration_prob_matrix.csv,27,11,6,.5454
sim_01_10_100_rare,0.01,10,100,data/rare_migration_prob_matrix.csv,26,3,1,.3333
sim_01_11_100_rare,0.01,11,100,data/rare_migration_prob_matrix.csv,21,3,2,.6666
sim_01_12_100_rare,0.01,12,100,data/rare_migration_prob_matrix.csv,16,3,1,.3333
sim_01_13_100_rare,0.01,13,100,data/rare_migration_prob_matrix.csv,18,3,1,.3333
sim_01_14_100_rare,0.01,14,100,data/rare_migration_prob_matrix.csv,24,3,3,1.0000
sim_01_3_100_rare,0.01,3,100,data/rare_migration_prob_matrix.csv,18,3,2,.6666
sim_01_4_100_rare,0.01,4,100,data/rare_migration_prob_matrix.csv,31,3,2,.6666
sim_01_5_100_rare,0.01,5,100,data/rare_migration_prob_matrix.csv,16,3,1,.3333
sim_01_6_100_rare,0.01,6,100,data/rare_migration_prob_matrix.csv,18,3,1,.3333
sim_01_7_100_rare,0.01,7,100,data/rare_migration_prob_matrix.csv,23,3,2,.6666
sim_01_8_100_rare,0.01,8,100,data/rare_migration_prob_matrix.csv,25,3,1,.3333
sim_01_9_100_rare,0.01,9,100,data/rare_migration_prob_matrix.csv,23,3,2,.6666
sim_2_13_100_true,0.2,13,100,data/true_migration_prob_matrix.csv,34,11,10,.9090
sim_2_14_100_true,0.2,14,100,data/true_migration_prob_matrix.csv,25,11,3,.2727
sim_2_15_100_true,0.2,15,100,data/true_migration_prob_matrix.csv,32,11,10,.9090
sim_2_16_100_true,0.2,16,100,data/true_migration_prob_matrix.csv,28,11,,
sim_2_17_100_true,0.2,17,100,data/true_migration_prob_matrix.csv,26,11,8,.7272
sim_2_18_100_true,0.2,18,100,data/true_migration_prob_matrix.csv,47,11,6,.5454
sim_2_19_100_true,0.2,19,100,data/true_migration_prob_matrix.csv,21,11,,
sim_2_20_100_true,0.2,20,100,data/true_migration_prob_matrix.csv,40,11,10,.9090
sim_01_15_100_rare,0.01,15,100,data/rare_migration_prob_matrix.csv,25,3,2,.6666
sim_01_16_100_rare,0.01,16,100,data/rare_migration_prob_matrix.csv,17,3,1,.3333
sim_01_17_100_rare,0.01,17,100,data/rare_migration_prob_matrix.csv,26,3,2,.6666
sim_01_18_100_rare,0.01,18,100,data/rare_migration_prob_matrix.csv,18,3,2,.6666
sim_01_19_100_rare,0.01,19,100,data/rare_migration_prob_matrix.csv,21,3,2,.6666
sim_01_20_100_rare,0.01,20,100,data/rare_migration_prob_matrix.csv,23,3,2,.6666
sim_015_10_100_rare,0.015,10,100,data/rare_migration_prob_matrix.csv,24,3,2,.6666
sim_015_11_100_rare,0.015,11,100,data/rare_migration_prob_matrix.csv,22,3,3,1.0000
sim_015_12_100_rare,0.015,12,100,data/rare_migration_prob_matrix.csv,31,3,2,.6666
sim_015_13_100_rare,0.015,13,100,data/rare_migration_prob_matrix.csv,33,3,3,1.0000
sim_015_14_100_rare,0.015,14,100,data/rare_migration_prob_matrix.csv,33,3,2,.6666
sim_015_15_100_rare,0.015,15,100,data/rare_migration_prob_matrix.csv,24,3,3,1.0000
sim_015_16_100_rare,0.015,16,100,data/rare_migration_prob_matrix.csv,17,3,2,.6666
sim_015_3_100_rare,0.015,3,100,data/rare_migration_prob_matrix.csv,29,3,2,.6666
sim_015_4_100_rare,0.015,4,100,data/rare_migration_prob_matrix.csv,29,3,3,1.0000
sim_015_5_100_rare,0.015,5,100,data/rare_migration_prob_matrix.csv,22,3,2,.6666
sim_015_6_100_rare,0.015,6,100,data/rare_migration_prob_matrix.csv,19,3,1,.3333
sim_015_7_100_rare,0.015,7,100,data/rare_migration_prob_matrix.csv,25,3,2,.6666
sim_015_8_100_rare,0.015,8,100,data/rare_migration_prob_matrix.csv,18,3,2,.6666
sim_015_9_100_rare,0.015,9,100,data/rare_migration_prob_matrix.csv,20,3,2,.6666
sim_015_17_100_rare,0.015,17,100,data/rare_migration_prob_matrix.csv,20,3,3,1.0000
sim_015_18_100_rare,0.015,18,100,data/rare_migration_prob_matrix.csv,17,3,2,.6666
sim_015_19_100_rare,0.015,19,100,data/rare_migration_prob_matrix.csv,16,3,1,.3333
sim_015_20_100_rare,0.015,20,100,data/rare_migration_prob_matrix.csv,23,3,1,.3333
sim_02_10_100_rare,0.02,10,100,data/rare_migration_prob_matrix.csv,28,3,2,.6666
sim_02_11_100_rare,0.02,11,100,data/rare_migration_prob_matrix.csv,26,3,2,.6666
sim_02_12_100_rare,0.02,12,100,data/rare_migration_prob_matrix.csv,24,3,3,1.0000
sim_02_13_100_rare,0.02,13,100,data/rare_migration_prob_matrix.csv,21,3,1,.3333
sim_02_14_100_rare,0.02,14,100,data/rare_migration_prob_matrix.csv,22,3,1,.3333
sim_02_15_100_rare,0.02,15,100,data/rare_migration_prob_matrix.csv,29,3,2,.6666
sim_02_16_100_rare,0.02,16,100,data/rare_migration_prob_matrix.csv,29,3,3,1.0000
sim_02_17_100_rare,0.02,17,100,data/rare_migration_prob_matrix.csv,24,3,0,0
sim_02_18_100_rare,0.02,18,100,data/rare_migration_prob_matrix.csv,27,3,2,.6666
sim_02_3_100_rare,0.02,3,100,data/rare_migration_prob_matrix.csv,26,3,2,.6666
sim_02_4_100_rare,0.02,4,100,data/rare_migration_prob_matrix.csv,25,3,2,.6666
sim_02_5_100_rare,0.02,5,100,data/rare_migration_prob_matrix.csv,22,3,2,.6666
sim_02_6_100_rare,0.02,6,100,data/rare_migration_prob_matrix.csv,27,3,3,1.0000
sim_02_7_100_rare,0.02,7,100,data/rare_migration_prob_matrix.csv,27,3,2,.6666
sim_02_8_100_rare,0.02,8,100,data/rare_migration_prob_matrix.csv,21,3,2,.6666
sim_02_9_100_rare,0.02,9,100,data/rare_migration_prob_matrix.csv,19,3,0,0
sim_02_19_100_rare,0.02,19,100,data/rare_migration_prob_matrix.csv,31,3,2,.6666
sim_02_20_100_rare,0.02,20,100,data/rare_migration_prob_matrix.csv,33,3,2,.6666
sim_025_10_100_rare,0.025,10,100,data/rare_migration_prob_matrix.csv,27,3,2,.6666
sim_025_11_100_rare,0.025,11,100,data/rare_migration_prob_matrix.csv,33,3,3,1.0000
sim_025_12_100_rare,0.025,12,100,data/rare_migration_prob_matrix.csv,26,3,1,.3333
sim_025_13_100_rare,0.025,13,100,data/rare_migration_prob_matrix.csv,23,3,1,.3333
sim_025_14_100_rare,0.025,14,100,data/rare_migration_prob_matrix.csv,24,3,,
sim_025_15_100_rare,0.025,15,100,data/rare_migration_prob_matrix.csv,27,3,2,.6666
sim_025_16_100_rare,0.025,16,100,data/rare_migration_prob_matrix.csv,25,3,3,1.0000
sim_025_17_100_rare,0.025,17,100,data/rare_migration_prob_matrix.csv,21,3,1,.3333
sim_025_18_100_rare,0.025,18,100,data/rare_migration_prob_matrix.csv,29,3,1,.3333
sim_025_19_100_rare,0.025,19,100,data/rare_migration_prob_matrix.csv,17,3,0,0
sim_025_20_100_rare,0.025,20,100,data/rare_migration_prob_matrix.csv,25,3,3,1.0000
sim_025_3_100_rare,0.025,3,100,data/rare_migration_prob_matrix.csv,20,3,1,.3333
sim_025_4_100_rare,0.025,4,100,data/rare_migration_prob_matrix.csv,28,3,3,1.0000
sim_025_5_100_rare,0.025,5,100,data/rare_migration_prob_matrix.csv,35,3,2,.6666
sim_025_6_100_rare,0.025,6,100,data/rare_migration_prob_matrix.csv,26,3,2,.6666
sim_025_7_100_rare,0.025,7,100,data/rare_migration_prob_matrix.csv,34,3,1,.3333
sim_025_8_100_rare,0.025,8,100,data/rare_migration_prob_matrix.csv,29,3,2,.6666
sim_025_9_100_rare,0.025,9,100,data/rare_migration_prob_matrix.csv,22,3,2,.6666
sim_03_10_100_rare,0.03,10,100,data/rare_migration_prob_matrix.csv,35,3,3,1.0000
sim_03_11_100_rare,0.03,11,100,data/rare_migration_prob_matrix.csv,30,3,2,.6666
sim_03_12_100_rare,0.03,12,100,data/rare_migration_prob_matrix.csv,26,3,3,1.0000
sim_03_13_100_rare,0.03,13,100,data/rare_migration_prob_matrix.csv,31,3,0,0
sim_03_14_100_rare,0.03,14,100,data/rare_migration_prob_matrix.csv,28,3,2,.6666
sim_03_15_100_rare,0.03,15,100,data/rare_migration_prob_matrix.csv,19,3,3,1.0000
sim_03_16_100_rare,0.03,16,100,data/rare_migration_prob_matrix.csv,28,3,3,1.0000
sim_03_17_100_rare,0.03,17,100,data/rare_migration_prob_matrix.csv,26,3,2,.6666
sim_03_18_100_rare,0.03,18,100,data/rare_migration_prob_matrix.csv,30,3,3,1.0000
sim_03_19_100_rare,0.03,19,100,data/rare_migration_prob_matrix.csv,25,3,3,1.0000
sim_03_20_100_rare,0.03,20,100,data/rare_migration_prob_matrix.csv,38,3,3,1.0000
sim_03_3_100_rare,0.03,3,100,data/rare_migration_prob_matrix.csv,25,3,3,1.0000
sim_03_4_100_rare,0.03,4,100,data/rare_migration_prob_matrix.csv,25,3,3,1.0000
sim_03_5_100_rare,0.03,5,100,data/rare_migration_prob_matrix.csv,28,3,2,.6666
sim_035_3_100_rare,0.035,3,100,data/rare_migration_prob_matrix.csv,28,3,2,.6666
sim_035_4_100_rare,0.035,4,100,data/rare_migration_prob_matrix.csv,31,3,3,1.0000
sim_03_6_100_rare,0.03,6,100,data/rare_migration_prob_matrix.csv,32,3,3,1.0000
sim_03_7_100_rare,0.03,7,100,data/rare_migration_prob_matrix.csv,27,3,2,.6666
sim_03_8_100_rare,0.03,8,100,data/rare_migration_prob_matrix.csv,25,3,3,1.0000
sim_03_9_100_rare,0.03,9,100,data/rare_migration_prob_matrix.csv,34,3,3,1.0000
sim_035_10_100_rare,0.035,10,100,data/rare_migration_prob_matrix.csv,27,3,0,0
sim_035_11_100_rare,0.035,11,100,data/rare_migration_prob_matrix.csv,29,3,1,.3333
sim_035_12_100_rare,0.035,12,100,data/rare_migration_prob_matrix.csv,27,3,2,.6666
sim_035_13_100_rare,0.035,13,100,data/rare_migration_prob_matrix.csv,25,3,2,.6666
sim_035_14_100_rare,0.035,14,100,data/rare_migration_prob_matrix.csv,28,3,2,.6666
sim_035_15_100_rare,0.035,15,100,data/rare_migration_prob_matrix.csv,26,3,2,.6666
sim_035_16_100_rare,0.035,16,100,data/rare_migration_prob_matrix.csv,28,3,1,.3333
sim_035_17_100_rare,0.035,17,100,data/rare_migration_prob_matrix.csv,22,3,1,.3333
sim_035_18_100_rare,0.035,18,100,data/rare_migration_prob_matrix.csv,24,3,1,.3333
sim_035_19_100_rare,0.035,19,100,data/rare_migration_prob_matrix.csv,24,3,3,1.0000
sim_035_20_100_rare,0.035,20,100,data/rare_migration_prob_matrix.csv,40,3,2,.6666
sim_035_5_100_rare,0.035,5,100,data/rare_migration_prob_matrix.csv,39,3,2,.6666
sim_035_6_100_rare,0.035,6,100,data/rare_migration_prob_matrix.csv,20,3,2,.6666
sim_035_7_100_rare,0.035,7,100,data/rare_migration_prob_matrix.csv,29,3,3,1.0000
sim_035_8_100_rare,0.035,8,100,data/rare_migration_prob_matrix.csv,36,3,3,1.0000
sim_035_9_100_rare,0.035,9,100,data/rare_migration_prob_matrix.csv,34,3,2,.6666
sim_04_3_100_rare,0.04,3,100,data/rare_migration_prob_matrix.csv,26,3,3,1.0000
sim_04_4_100_rare,0.04,4,100,data/rare_migration_prob_matrix.csv,29,3,3,1.0000
sim_04_5_100_rare,0.04,5,100,data/rare_migration_prob_matrix.csv,27,3,2,.6666
sim_04_6_100_rare,0.04,6,100,data/rare_migration_prob_matrix.csv,29,3,3,1.0000
sim_04_10_100_rare,0.04,10,100,data/rare_migration_prob_matrix.csv,35,3,3,1.0000
sim_04_11_100_rare,0.04,11,100,data/rare_migration_prob_matrix.csv,23,3,1,.3333
sim_04_12_100_rare,0.04,12,100,data/rare_migration_prob_matrix.csv,25,3,1,.3333
sim_04_13_100_rare,0.04,13,100,data/rare_migration_prob_matrix.csv,30,3,3,1.0000
sim_04_14_100_rare,0.04,14,100,data/rare_migration_prob_matrix.csv,28,3,0,0
sim_04_15_100_rare,0.04,15,100,data/rare_migration_prob_matrix.csv,28,3,2,.6666
sim_04_16_100_rare,0.04,16,100,data/rare_migration_prob_matrix.csv,32,3,3,1.0000
sim_04_17_100_rare,0.04,17,100,data/rare_migration_prob_matrix.csv,18,3,1,.3333
sim_04_18_100_rare,0.04,18,100,data/rare_migration_prob_matrix.csv,20,3,1,.3333
sim_04_19_100_rare,0.04,19,100,data/rare_migration_prob_matrix.csv,36,3,3,1.0000
sim_04_20_100_rare,0.04,20,100,data/rare_migration_prob_matrix.csv,33,3,0,0
sim_045_3_100_rare,0.045,3,100,data/rare_migration_prob_matrix.csv,30,3,2,.6666
sim_045_4_100_rare,0.045,4,100,data/rare_migration_prob_matrix.csv,34,3,1,.3333
sim_045_5_100_rare,0.045,5,100,data/rare_migration_prob_matrix.csv,31,3,3,1.0000
sim_045_6_100_rare,0.045,6,100,data/rare_migration_prob_matrix.csv,24,3,2,.6666
sim_045_7_100_rare,0.045,7,100,data/rare_migration_prob_matrix.csv,42,3,3,1.0000
sim_045_8_100_rare,0.045,8,100,data/rare_migration_prob_matrix.csv,32,3,2,.6666
sim_04_7_100_rare,0.04,7,100,data/rare_migration_prob_matrix.csv,21,3,1,.3333
sim_04_8_100_rare,0.04,8,100,data/rare_migration_prob_matrix.csv,32,3,3,1.0000
sim_04_9_100_rare,0.04,9,100,data/rare_migration_prob_matrix.csv,34,3,3,1.0000
sim_045_10_100_rare,0.045,10,100,data/rare_migration_prob_matrix.csv,35,3,3,1.0000
sim_045_11_100_rare,0.045,11,100,data/rare_migration_prob_matrix.csv,36,3,2,.6666
sim_045_12_100_rare,0.045,12,100,data/rare_migration_prob_matrix.csv,26,3,1,.3333
sim_045_13_100_rare,0.045,13,100,data/rare_migration_prob_matrix.csv,29,3,2,.6666
sim_045_14_100_rare,0.045,14,100,data/rare_migration_prob_matrix.csv,25,3,2,.6666
sim_045_15_100_rare,0.045,15,100,data/rare_migration_prob_matrix.csv,32,3,2,.6666
sim_045_16_100_rare,0.045,16,100,data/rare_migration_prob_matrix.csv,37,3,4,1.3333
sim_045_17_100_rare,0.045,17,100,data/rare_migration_prob_matrix.csv,28,3,3,1.0000
sim_045_18_100_rare,0.045,18,100,data/rare_migration_prob_matrix.csv,30,3,2,.6666
sim_045_19_100_rare,0.045,19,100,data/rare_migration_prob_matrix.csv,34,3,3,1.0000
sim_045_20_100_rare,0.045,20,100,data/rare_migration_prob_matrix.csv,25,3,1,.3333
sim_045_9_100_rare,0.045,9,100,data/rare_migration_prob_matrix.csv,25,3,1,.3333
sim_05_10_100_rare,0.05,10,100,data/rare_migration_prob_matrix.csv,36,3,2,.6666
sim_05_3_100_rare,0.05,3,100,data/rare_migration_prob_matrix.csv,24,3,1,.3333
sim_05_4_100_rare,0.05,4,100,data/rare_migration_prob_matrix.csv,21,3,2,.6666
sim_05_5_100_rare,0.05,5,100,data/rare_migration_prob_matrix.csv,25,3,1,.3333
sim_05_6_100_rare,0.05,6,100,data/rare_migration_prob_matrix.csv,17,3,1,.3333
sim_05_7_100_rare,0.05,7,100,data/rare_migration_prob_matrix.csv,30,3,2,.6666
sim_05_8_100_rare,0.05,8,100,data/rare_migration_prob_matrix.csv,34,3,4,1.3333
sim_05_9_100_rare,0.05,9,100,data/rare_migration_prob_matrix.csv,32,3,3,1.0000
sim_05_11_100_rare,0.05,11,100,data/rare_migration_prob_matrix.csv,30,3,2,.6666
sim_05_12_100_rare,0.05,12,100,data/rare_migration_prob_matrix.csv,31,3,2,.6666
sim_05_13_100_rare,0.05,13,100,data/rare_migration_prob_matrix.csv,29,3,3,1.0000
sim_05_14_100_rare,0.05,14,100,data/rare_migration_prob_matrix.csv,26,3,3,1.0000
sim_05_15_100_rare,0.05,15,100,data/rare_migration_prob_matrix.csv,46,3,2,.6666
sim_05_16_100_rare,0.05,16,100,data/rare_migration_prob_matrix.csv,25,3,1,.3333
sim_05_17_100_rare,0.05,17,100,data/rare_migration_prob_matrix.csv,33,3,1,.3333
sim_05_18_100_rare,0.05,18,100,data/rare_migration_prob_matrix.csv,26,3,3,1.0000
sim_05_19_100_rare,0.05,19,100,data/rare_migration_prob_matrix.csv,36,3,3,1.0000
sim_05_20_100_rare,0.05,20,100,data/rare_migration_prob_matrix.csv,31,3,3,1.0000
sim_055_10_100_rare,0.055,10,100,data/rare_migration_prob_matrix.csv,37,3,1,.3333
sim_055_11_100_rare,0.055,11,100,data/rare_migration_prob_matrix.csv,26,3,1,.3333
sim_055_12_100_rare,0.055,12,100,data/rare_migration_prob_matrix.csv,36,3,3,1.0000
sim_055_3_100_rare,0.055,3,100,data/rare_migration_prob_matrix.csv,28,3,2,.6666
sim_055_4_100_rare,0.055,4,100,data/rare_migration_prob_matrix.csv,34,3,3,1.0000
sim_055_5_100_rare,0.055,5,100,data/rare_migration_prob_matrix.csv,27,3,1,.3333
sim_055_6_100_rare,0.055,6,100,data/rare_migration_prob_matrix.csv,37,3,2,.6666
sim_055_7_100_rare,0.055,7,100,data/rare_migration_prob_matrix.csv,33,3,1,.3333
sim_055_8_100_rare,0.055,8,100,data/rare_migration_prob_matrix.csv,29,3,1,.3333
sim_055_9_100_rare,0.055,9,100,data/rare_migration_prob_matrix.csv,28,3,2,.6666
sim_055_13_100_rare,0.055,13,100,data/rare_migration_prob_matrix.csv,21,3,1,.3333
sim_055_14_100_rare,0.055,14,100,data/rare_migration_prob_matrix.csv,21,3,2,.6666
sim_055_15_100_rare,0.055,15,100,data/rare_migration_prob_matrix.csv,32,3,3,1.0000
sim_055_16_100_rare,0.055,16,100,data/rare_migration_prob_matrix.csv,40,3,3,1.0000
sim_055_17_100_rare,0.055,17,100,data/rare_migration_prob_matrix.csv,22,3,1,.3333
sim_055_18_100_rare,0.055,18,100,data/rare_migration_prob_matrix.csv,28,3,2,.6666
sim_055_19_100_rare,0.055,19,100,data/rare_migration_prob_matrix.csv,25,3,0,0
sim_055_20_100_rare,0.055,20,100,data/rare_migration_prob_matrix.csv,27,3,3,1.0000
sim_06_10_100_rare,0.06,10,100,data/rare_migration_prob_matrix.csv,37,3,3,1.0000
sim_06_11_100_rare,0.06,11,100,data/rare_migration_prob_matrix.csv,34,3,1,.3333
sim_06_12_100_rare,0.06,12,100,data/rare_migration_prob_matrix.csv,35,3,3,1.0000
sim_06_13_100_rare,0.06,13,100,data/rare_migration_prob_matrix.csv,31,3,2,.6666
sim_06_14_100_rare,0.06,14,100,data/rare_migration_prob_matrix.csv,27,3,2,.6666
sim_06_3_100_rare,0.06,3,100,data/rare_migration_prob_matrix.csv,32,3,3,1.0000
sim_06_4_100_rare,0.06,4,100,data/rare_migration_prob_matrix.csv,35,3,3,1.0000
sim_06_5_100_rare,0.06,5,100,data/rare_migration_prob_matrix.csv,27,3,2,.6666
sim_06_6_100_rare,0.06,6,100,data/rare_migration_prob_matrix.csv,31,3,2,.6666
sim_06_7_100_rare,0.06,7,100,data/rare_migration_prob_matrix.csv,25,3,2,.6666
sim_06_8_100_rare,0.06,8,100,data/rare_migration_prob_matrix.csv,29,3,2,.6666
sim_06_9_100_rare,0.06,9,100,data/rare_migration_prob_matrix.csv,35,3,2,.6666
sim_06_15_100_rare,0.06,15,100,data/rare_migration_prob_matrix.csv,30,3,2,.6666
sim_06_16_100_rare,0.06,16,100,data/rare_migration_prob_matrix.csv,37,3,3,1.0000
sim_06_17_100_rare,0.06,17,100,data/rare_migration_prob_matrix.csv,34,3,3,1.0000
sim_06_18_100_rare,0.06,18,100,data/rare_migration_prob_matrix.csv,27,3,3,1.0000
sim_06_19_100_rare,0.06,19,100,data/rare_migration_prob_matrix.csv,37,3,2,.6666
sim_06_20_100_rare,0.06,20,100,data/rare_migration_prob_matrix.csv,40,3,2,.6666
sim_065_10_100_rare,0.065,10,100,data/rare_migration_prob_matrix.csv,35,3,3,1.0000
sim_065_11_100_rare,0.065,11,100,data/rare_migration_prob_matrix.csv,24,3,1,.3333
sim_065_12_100_rare,0.065,12,100,data/rare_migration_prob_matrix.csv,33,3,1,.3333
sim_065_13_100_rare,0.065,13,100,data/rare_migration_prob_matrix.csv,34,3,2,.6666
sim_065_14_100_rare,0.065,14,100,data/rare_migration_prob_matrix.csv,37,3,0,0
sim_065_15_100_rare,0.065,15,100,data/rare_migration_prob_matrix.csv,35,3,2,.6666
sim_065_16_100_rare,0.065,16,100,data/rare_migration_prob_matrix.csv,32,3,2,.6666
sim_065_3_100_rare,0.065,3,100,data/rare_migration_prob_matrix.csv,32,3,2,.6666
